Sr.No.,REGION,ZONE,CIRCLE,DIVISION,SUB-DIVISION,BU,SS NO,SS NAME,FED NO,FEEDER NAME,DTC CODE,DTC_NAME,CAPACITY KVA,POLE_NO_FROM_STN,NODE NUMBER,NO_OF_POLES_FR_NODE,METER INSTALLED,METER NUMBER,METER CT RATIO,CONNECTED CT RATIO,METER PT RATIO,CONNECTED PT RATIO,METER WORKING,CURRENT READING,LATITUDE,LONGITUDE,SURVEY DONE BY,UPLOADED ON,NEW DTC,IS IT NODE
550,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,202,NIPHAD                        ,4256021,Barad vasti DP,,160,23,,YES,076-155577,200/5,NA,NA,NA,NO,,20.0922935,74.1152424,2733790,03-07-2020 15:50,NO,YES
551,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,202,NIPHAD                        ,4256022,Durga Hotel D P,,131,15,26,NO,-,,,,,NO,,20.075036,74.1186508,2592835,04-07-2020 12:37,NO,YES
552,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,202,NIPHAD                        ,4256023,Josh wada DP,,104,14,1,NO,-,,,,,NO,,20.0752108,74.1077611,2602105,27-06-2020 15:57,NO,YES
553,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,202,NIPHAD                        ,4256024,Shani Mandir-II,,137,20,4,NO,-,,,,,NO,,20.08231,74.1088232,2690306,10-07-2020 10:44,NO,YES
554,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,202,NIPHAD                        ,4256025,KHADTALE 25 NO DP,,92,12,3,YES,053-10038778,NA,50/5,NA,NA,YES,1843090,20.0780897,74.104442,2733790,27-06-2020 12:41,NO,YES
555,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,202,NIPHAD                        ,4256026,Satyai mandir-II,100,143,20,11,NO,-,,,,,NO,,20.081395,74.1068533,2690306,10-07-2020 10:44,NO,YES
556,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,202,NIPHAD                        ,4256027,New Ganesh Nagar,63,136,18,9,NO,-,,,,,NO,,20.0787437,74.1139827,2602105,10-07-2020 10:41,NO,YES
557,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,202,NIPHAD                        ,4256028,PARNAKOTI (KOLWADI RD. II ),,139,20,6,NO,-,,,,,NO,,20.0818965,74.1137411,2733790,03-07-2020 15:50,NO,YES
558,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,202,NIPHAD                        ,4256029,M/S UMIYA ENTER,,135,,,NO,-,,,,,NO,,20.0827533,74.1103933,2690306,10-07-2020 10:44,NO,NO
559,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,202,NIPHAD                        ,4256030,M/S SAUBHAGYA BEVERAGES,,127,18,1,NO,-,,,,,NO,,20.079547,74.109757,2602105,10-07-2020 10:41,NO,YES
560,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,202,NIPHAD                        ,4256050,R.D.APPA,,229,23,2,NO,-,,,,,NO,,20.1058699,74.118132,2602105,17-07-2020 16:26,NO,YES
561,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,202,NIPHAD                        ,4256053,WATER SUPPLY,63,54,7,6,NO,-,,,,,YES,NO METER,20.0634505,74.1182511,2579278,25-06-2020 17:07,NO,YES
562,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,202,NIPHAD                        ,4256064,Ganesh Cold Storage DP,,226,22,1,NO,-,,,,,NO,,20.1047135,74.1179386,2602105,17-07-2020 16:26,NO,YES
563,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,202,NIPHAD                        ,4256065,Sangale Cold Storage DP,,210,,,NO,-,,,,,NO,,20.0977915,74.1153014,2602105,17-07-2020 16:26,NO,NO
564,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,202,NIPHAD                        ,4256069,Holkar Nagare,,145,21,7,NO,-,,,,,NO,,20.0834283,74.1129862,2690306,10-07-2020 10:44,NO,YES
565,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,202,NIPHAD                        ,4256071,Gayatri Nagar,,57,9,3,NO,-,,,,,NO,,20.0841006,74.0984239,2733790,25-06-2020 16:51,NO,YES
566,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,202,NIPHAD                        ,4256072,Janardhan Nagar,,136,19,7,NO,-,,,,,NO,,20.0809349,74.1132826,2690306,10-07-2020 10:44,NO,YES
567,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,202,NIPHAD                        ,4256073,Tekadi Water Supply,100,81,10,3,NO,-,,,,,NO,,20.0791955,74.1022027,2733790,26-06-2020 12:59,NO,YES
568,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,202,NIPHAD                        ,4256079,Civil Judge,,102,13,9,NO,-,,,,,NO,,20.076872,74.107854,2602105,27-06-2020 15:57,NO,YES
569,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,202,NIPHAD                        ,4256081,GAOTHAN -I,100,8,4,8,NO,-,,,,,YES,NO METER,20.0972884,74.0793962,2496011,25-06-2020 16:00,NO,YES
570,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,202,NIPHAD                        ,4256082,S. T. STAND,100,12,5,12,NO,-,,,,,YES,NO METER,20.0972884,74.0793962,2496011,25-06-2020 16:18,NO,YES
571,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,202,NIPHAD                        ,4256083,BHALERAO DP,100,21,6,21,YES,076-005327,200/5,200/5,NA,NA,YES,327440,20.0920374,74.0825587,2496011,25-06-2020 16:18,NO,YES
572,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,202,NIPHAD                        ,4256091,SUBSTATION YARD,100,1,1,1,NO,-,,,,,YES,NO METER,20.0972884,74.0793962,2496011,25-06-2020 16:00,NO,YES
573,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,202,NIPHAD                        ,4256092,WATER SUPPLY,100,2,2,2,NO,-,,,,,YES,NO METER,20.099075,74.07424,2548054,09-06-2020 13:54,NO,YES
574,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,202,NIPHAD                        ,4256100,Ranjeet Patil,63,2,2,1,NO,-,,,,,YES,NO METER,20.0972884,74.0793962,2496011,25-06-2020 16:00,NO,YES
575,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,202,NIPHAD                        ,4256135,Indus Tower DP,25,32,5,,NO,-,,,,,YES,NO METER,20.0963491,74.0643439,2548054,09-06-2020 13:55,NO,YES
576,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,202,NIPHAD                        ,4256140,"Shetki Farm, Pimpri",100,230,8,7,NO,-,,,,,YES,NO METER,20.0960466,74.040982,2548054,10-06-2020 12:47,NO,YES
577,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,202,NIPHAD                        ,4256150,SANJAY ADHESIVES,100,20,2,19,YES,065-5819025,NA,NA,NA,NA,YES,59444,20.0940978,74.0628339,2496011,25-06-2020 16:00,NO,YES
578,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,203,RANWAD                        ,2561241,SAHEBRAO SHINDE DP,100,73,8,73,NO,-,,,,,YES,NO METER,20.1097645,74.1106263,2496011,08-06-2020 14:31,NO,YES
579,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,203,RANWAD                        ,2561242,RANJIT PATIL DP,100,13,1,1,NO,-,,,,,YES,NO METER,20.1073323,74.0766613,2496011,08-06-2020 14:31,NO,YES
580,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,203,RANWAD                        ,2561247,DEOKAR DP NO-2,100,28,4,6,NO,-,,,,,YES,NO METER,20.1152211,74.0799469,2496011,08-06-2020 14:31,NO,YES
581,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,203,RANWAD                        ,4256086,BADRI AHER DP,100,26,3,26,NO,-,,,,,YES,NO METER,20.1069979,74.0872505,2496011,08-06-2020 14:30,NO,YES
582,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,203,RANWAD                        ,4256087,GR 7 AHERBAI DP KUNDEWADI,100,36,5,36,NO,-,,,,,YES,NO METER,20.1066374,74.0907507,2496011,08-06-2020 14:30,NO,YES
583,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,203,RANWAD                        ,4256088,GR 8 SHINDE DP KUNDEWADI,100,32,4,6,NO,-,,,,,YES,NO METER,20.1107896,74.0897021,2496011,08-06-2020 14:30,NO,YES
584,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,203,RANWAD                        ,4256089,GR 9 KHAPRE /SHINDE DP KUNDEWADI,63,48,6,48,NO,-,,,,,YES,NO METER,20.1085865,74.1041389,2496011,08-06-2020 14:31,NO,YES
585,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,203,RANWAD                        ,4256090,Nana Saheb DP,63,23,3,22,NO,-,,,,,YES,NO METER,20.1152256,74.0802813,2496011,08-06-2020 14:30,NO,YES
586,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,203,RANWAD                        ,4256099,Balu Gaikwad,63,27,2,8,NO,-,,,,,YES,NO METER,20.1088016,74.0829436,2496011,08-06-2020 14:30,NO,YES
587,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,203,RANWAD                        ,4256107,PIMPLACHA MALA,100,23,2,5,NO,-,,,,,YES,NO METER,20.1123133,74.0745264,2705591,11-06-2020 12:22,NO,YES
588,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,203,RANWAD                        ,4256114,Pimplacha Mala II,100,32,2,14,NO,-,,,,,YES,NO METER,20.1123154,74.0698017,2705591,11-06-2020 12:22,NO,YES
589,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,203,RANWAD                        ,4256142,Kolhe DP Kundewadi,100,54,7,54,NO,-,,,,,YES,NO METER,20.1121867,74.1041986,2496011,08-06-2020 14:31,NO,YES
590,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,203,RANWAD                        ,4256144,Maniyar,63,30,1,13,YES,053-10283814,100/5,100/5,NA,NA,YES,1183540,20.1151279,74.08719,2496011,08-06-2020 14:30,NO,YES
591,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,205,CHANDORI                      ,2561264,VIJKHADAK DP NO-3,100,69,10,30,NO,-,,,,,YES,NO METER,20.110102,74.0462147,2548054,11-06-2020 09:49,NO,YES
592,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,205,CHANDORI                      ,2561266,MORE DP,25,21,8,1,NO,-,,,,,YES,NO METER,20.094235,74.0442967,2548054,10-06-2020 12:47,NO,YES
593,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,205,CHANDORI                      ,4256119,Smashan Bhumi new,100,36,5,9,NO,-,,,,,YES,NO METER,20.0967934,74.0653701,2548054,09-06-2020 13:55,NO,YES
594,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,205,CHANDORI                      ,4256126,CANNAL DP,63,74,7,,NO,-,,,,,YES,NO METER,20.0915807,74.0497141,2548054,10-06-2020 12:47,NO,YES
595,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,205,CHANDORI                      ,4256127,MARWADI DP,100,16,4,5,NO,-,,,,,YES,NO METER,20.0940566,74.065868,2548054,09-06-2020 13:54,NO,YES
596,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,205,CHANDORI                      ,4256128,DATTA DP,63,16,3,7,NO,-,,,,,YES,NO METER,20.0962071,74.0694675,2548054,09-06-2020 13:54,NO,YES
597,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,205,CHANDORI                      ,4256129,DARGA DP,63,42,7,1,NO,-,,,,,YES,NO METER,20.0930618,74.058324,2548054,09-06-2020 13:55,NO,YES
598,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,205,CHANDORI                      ,4256130,GAOTHAN,100,31,5,,NO,-,,,,,YES,NO METER,20.0960511,74.0642599,2548054,09-06-2020 13:55,NO,YES
599,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,205,CHANDORI                      ,4256131,1 PHASE JANARDAN SWAMI NGR,15*3,84,9,9,NO,-,,,,,YES,NO METER,20.0903369,74.0437692,2548054,10-06-2020 10:23,NO,YES
600,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,205,CHANDORI                      ,4256132,Janardhan Swami Nagar II,15*3,78,10,2,YES,055-906541,200/5,200/5,11KV/110V,11KV/110V,NO,,20.0928261,74.043473,2548054,10-06-2020 10:23,NO,YES
601,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,205,CHANDORI                      ,4256133,1 PHASE GAOTHAN PIMPRI,75,30,5,,NO,-,,,,,YES,NO METER,20.0960519,74.0642833,2548054,09-06-2020 13:55,NO,YES
602,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,205,CHANDORI                      ,4256134,Darga D P II,100,109,7,10,NO,-,,,,,YES,NO METER,20.087845,74.0496531,2548054,10-06-2020 11:15,NO,YES
603,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,205,CHANDORI                      ,4256138,New Marwadi II,63,34,6,12,YES,043-3002888,10-May,10-May,11KV/110V,11KV/110V,NO,,20.0880495,74.0625637,2548054,09-06-2020 13:55,NO,YES
604,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,205,CHANDORI                      ,4256139,Gaothan II(NR. Rivar),63,35,5,9,NO,-,,,,,YES,NO METER,20.0967666,74.0653498,2548054,09-06-2020 13:55,NO,YES
605,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,207,NIPHAD AG                     ,2561231,Arun Shinde DP,100,214,,,NO,-,,,,,YES,NO METER,20.0770809,74.1361093,2579278,25-06-2020 13:42,NO,NO
606,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,207,NIPHAD AG                     ,2561233,Sahebrao Kapse DP,100,170,10,7,NO,-,,,,,YES,NO METER,20.0726094,74.1525776,2579278,21-06-2020 12:17,NO,YES
607,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,207,NIPHAD AG                     ,2561235,ARUN SHINDE DP,,127,15,21,NO,-,,,,,NO,,20.075176,74.1170991,2592835,22-07-2020 15:10,NO,YES
608,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,207,NIPHAD AG                     ,2561237,GHADAGE MALA DP,100,300,29,1,NO,-,,,,,YES,NO METER,20.1010857,74.1199035,2579278,04-07-2020 11:57,NO,YES
609,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,207,NIPHAD AG                     ,2561240,Shantinagar AG,63,85,,,NO,-,,,,,YES,NO METER,20.0738591,74.1093778,2579278,25-06-2020 17:07,NO,NO
610,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,207,NIPHAD AG                     ,2561261,MORE DP 2,100,55,21,18,NO,-,,,,,YES,NO METER,20.0958048,74.0972036,2496011,08-06-2020 14:31,NO,YES
611,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,207,NIPHAD AG                     ,4256031,MHASOBA DP GR.1,100,191,,,YES,063-4807994,NA,NA,NA,NA,NO,,20.0777345,74.1218838,2579278,25-06-2020 12:42,NO,NO
612,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,207,NIPHAD AG                     ,4256032,JANGAM,100,202,,,NO,-,,,,,YES,NO METER,20.0765713,74.1293029,2579278,25-06-2020 12:59,NO,NO
613,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,207,NIPHAD AG                     ,4256033,ACHOLA NALA,100,208,,,YES,076-004879,NA,NA,NA,NA,NO,,20.076478,74.1334448,2579278,25-06-2020 13:30,NO,NO
614,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,207,NIPHAD AG                     ,4256034,RANGNATH BABA,100,202,15,5,YES,043-3009671,NA,NA,NA,NA,NO,,20.0728743,74.1284987,2579278,25-06-2020 13:14,NO,YES
615,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,207,NIPHAD AG                     ,4256040,KHATKACHI DP,100,87,5,1,YES,057-64808125,200/5,200/5,NA,NA,NO,,20.0848106,74.0926316,2579278,10-06-2020 15:39,NO,YES
616,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,207,NIPHAD AG                     ,4256041,Dhanora I,100,161,9,1,YES,076-005337,NA,NA,NA,NA,NO,,20.0912945,74.1072648,2579278,15-06-2020 11:36,NO,YES
617,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,207,NIPHAD AG                     ,4256042,DHARRAO II,100,161,9,5,YES,063-4817122,NA,NA,NA,NA,NO,,20.0937845,74.1074666,2579278,15-06-2020 11:36,NO,YES
618,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,207,NIPHAD AG                     ,4256043,KOLWADI ROAD,63,182,13,6,YES,053-11085984,NA,NA,NA,NA,YES,588268,20.0821284,74.1157867,2579278,25-06-2020 10:51,NO,YES
619,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,207,NIPHAD AG                     ,4256044,KUNDE,100,178,11,7,YES,076-005328,NA,NA,NA,NA,NO,,20.0854422,74.1176168,2579278,25-06-2020 10:51,NO,YES
620,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,207,NIPHAD AG                     ,4256045,EKNATHSHETH,100,171,10,1,YES,063-4817195,NA,NA,NA,NA,NO,,20.0892962,74.1163224,2579278,15-06-2020 12:06,NO,YES
621,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,207,NIPHAD AG                     ,4256046,WAGHCHAURE,100,170,10,13,YES,076-005334,NA,NA,NA,NA,NO,,20.0905505,74.1271582,2579278,16-06-2020 14:57,NO,YES
622,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,207,NIPHAD AG                     ,4256047,RANMALA-I,100,170,10,19,YES,063-04808124,NA,NA,NA,NA,NO,,20.0986476,74.1215249,2579278,21-06-2020 12:51,NO,YES
623,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,207,NIPHAD AG                     ,4256051,KOLHE,100,121,6,2,NO,-,,,,,YES,NO METER,20.0816583,74.1021562,2579278,11-06-2020 12:07,NO,YES
624,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,207,NIPHAD AG                     ,4256054,BHANDARI DP,100,153,8,2,YES,043-3009567,NA,NA,NA,NA,NO,,20.0816091,74.1094976,2579278,11-06-2020 12:51,NO,YES
625,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,207,NIPHAD AG                     ,4256056,DHARAO-III [VYAVHARE ],63,153,8,9,YES,076-005338,NA,NA,NA,NA,NO,,20.0860754,74.1069282,2579278,11-06-2020 13:18,NO,YES
626,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,207,NIPHAD AG                     ,4256057,RANMALA -III,63,170,10,15,YES,063-04807992,NA,NA,NA,NA,NO,,20.0947984,74.1236753,2579278,21-06-2020 12:35,NO,YES
627,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,207,NIPHAD AG                     ,4256059,WAGHACHAURE -II,100,170,10,17,YES,076-005361,NA,NA,NA,NA,NO,,20.0928894,74.1286439,2579278,21-06-2020 17:34,NO,YES
628,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,207,NIPHAD AG                     ,4256062,Madhav Kapase,63,202,15,11,NO,-,,,,,YES,NO METER,20.0714814,74.1305909,2579278,25-06-2020 13:30,NO,YES
629,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,207,NIPHAD AG                     ,4256063,JAGTAP DP,63,197,,,NO,-,,,,,YES,NO METER,20.0770351,74.1267662,2579278,25-06-2020 12:52,NO,NO
630,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,207,NIPHAD AG                     ,4256067,Dhavle Dp,63,195,10,195,NO,-,,,,,YES,NO METER,20.1394252,74.0994085,2638622,23-06-2020 11:10,NO,YES
631,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,207,NIPHAD AG                     ,4256070,khalkar dp,100,182,13,11,YES,053-11052425,NA,NA,NA,NA,YES,454,20.0832658,74.1253631,2579278,25-06-2020 11:23,NO,YES
632,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,207,NIPHAD AG                     ,4256075,Kolwadi Road II (Rambhau Kapse),100,182,13,5,YES,063-4807988,NA,NA,NA,NA,NO,,20.0830177,74.1226897,2579278,25-06-2020 11:23,NO,YES
633,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,207,NIPHAD AG                     ,4256076,Sonare Baba (Wheet Bhatti),100,130,7,0,YES,076-129721,NA,NA,NA,NA,NO,,20.0805149,74.1054599,2579278,11-06-2020 12:07,NO,YES
634,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,207,NIPHAD AG                     ,4256084,KUSHARE DP,100,42,21,42,NO,-,,,,,YES,NO METER,20.1001357,74.0888837,2496011,08-06-2020 14:30,NO,YES
635,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,207,NIPHAD AG                     ,4256085,MORE DP,100,52,21,15,NO,-,,,,,YES,NO METER,20.0828935,74.0959159,2496011,08-06-2020 14:30,NO,YES
636,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,207,NIPHAD AG                     ,4256095,Near Railway Gate,63,48,3,1,NO,-,,,,,YES,NO METER,20.0948695,74.0799724,2496011,08-06-2020 14:30,NO,YES
637,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,207,NIPHAD AG                     ,4256096,Dhame,63,52,21,11,NO,-,,,,,NO,,20.1000549,74.0889436,2496011,08-06-2020 14:30,NO,YES
638,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184061,KUNDEWADI,207,NIPHAD AG                     ,4256097,Kisan Kunde,100,592,21,22,NO,-,,,,,YES,NO METER,20.0867954,74.1111596,2496011,08-06-2020 14:30,NO,YES
